,brand,store,sido,gungu,address,phone
69,nene,경기양주시덕계점,경기,양주시,경기 양주시 평화로 1,031-864-9982
70,nene,경기양주시장흥점,경기,양주시,경기 양주시 장흥면 호국로 1,031-855-5474
71,nene,경기연천군대광리점,경기,연천군,경기 연천군 신서면 연신로 1,031-834-8207
72,nene,서울성북구정릉점,서울,성북구,서울 성북구 보국문로 9,02-943-9592
73,nene,서울서대문구홍제1점,서울,서대문구,서울 서대문구 통일로 3,02-3216-4450
74,nene,서울중랑구묵2동점,서울,중랑구,서울 중랑구 동일로 1,02-975-4527
75,nene,서울동대문구용두1호점,서울,동대문구,서울 동대문구 정릉천동로 5,02-922-3777
76,nene,경기포천시양문점,경기,포천시,경기 포천시 영중면 양문로 8,031-532-6608
77,nene,서울마포구망원점,서울,마포구,서울 마포구 포은로 6,02-323-7383
78,nene,서울동대문구신이문점,서울,동대문구,서울 동대문구 한천로 4,02-966-8955
79,nene,서울노원구상계마들점,서울,노원구,서울 노원구 한글비석로 2,02-934-4479
80,nene,경기파주시문산점,경기,파주시,경기 파주시 문산읍 문향로 3,031-953-9479
81,nene,경기고양시성석점,경기,고양시,경기 고양시 일산동구 고봉로 6,031-977-4412
82,nene,서울중랑구망우점,서울,중랑구,서울 중랑구 용마산로 4,02-433-4479
83,nene,경기연천군연천점,경기,연천군,경기 연천군 연천읍 연천로 3,031-834-8245
84,nene,경기고양시주엽1점,경기,고양시,경기 고양시 일산서구 대산로 5,031-912-8892
85,nene,서울광진구어린이대공원점,서울,광진구,서울 광진구 광나루로 5,02-466-6572
86,nene,서울은평구역촌점,서울,은평구,서울 은평구 역말로 7,02-359-4472
87,nene,경기포천시이동점,경기,포천시,경기 포천시 이동면 성장로 1,031-531-9289
88,nene,경기양주시덕정점,경기,양주시,경기 양주시 화합로 1,031-859-4977
89,nene,서울성북구동소문점,서울,성북구,서울 성북구 아리랑로 5,02-923-4492
90,nene,경기의정부시장암점,경기,의정부시,경기 의정부시 장곡로 3,031-855-9003
91,nene,서울도봉구방학2점,서울,도봉구,서울 도봉구 방학로 1,02-955-4482
92,nene,경기의정부시신곡점,경기,의정부시,경기 의정부시 시민로 1,031-842-9995
93,nene,서울성북구장위2동점,서울,성북구,서울 성북구 돌곶이로 2,02-913-9290
94,nene,서울성북구석관점(B),서울,성북구,서울 성북구 한천로 7,02-960-4492
95,nene,서울성동구한양점,서울,성동구,서울 성동구 마조로 5,02-2294-9282
96,nene,서울성동구금호점,서울,성동구,서울 성동구 독서당로 3,02-2299-2272
97,nene,경기고양시행신2점,경기,고양시,경기 고양시 덕양구 무원로 6,031-973-0702
98,nene,경기의정부시금오점,경기,의정부시,경기 의정부시 하금로 4,031-847-9670
99,nene,경기의정부시호원점,경기,의정부시,경기 의정부시 평화로 1,031-871-0298
100,nene,서울광진구중곡2점,서울,광진구,서울 광진구 동일로 6,02-464-4479
101,nene,경기의정부시망월사역점,경기,의정부시,경기 의정부시 평화로 1,031-875-2929
102,nene,서울광진구군자송정점,서울,광진구,서울 광진구 동일로 5,02-499-4479
103,nene,경기포천시송우점,경기,포천시,경기 포천시 소흘읍 봉솔로길 3,031-543-4244
104,nene,서울마포구상암점(B),서울,마포구,서울 마포구 월드컵북로 4,02-373-4479
105,nene,경기고양시화정2점,경기도,고양시,경기도 고양시 덕양구 화정로 8,031-978-4445
106,nene,서울도봉구창동점,서울,도봉구,서울 도봉구 덕릉로 5,02-995-8228
107,nene,경기의정부시신시가지점,경기,의정부시,경기 의정부시 범골로 8,031-879-6160
108,nene,서울용산구보광점,서울,용산구,서울 용산구 보광로 5,02-749-4479
109,nene,경기파주시법원점,경기,파주시,경기 파주시 법원읍 사임당로 7,031-959-1017
110,nene,서울중랑구면목3점,서울,중랑구,서울 중랑구 용마산로 8,02-493-4479
111,nene,서울동대문구전농점,서울,동대문구,서울 동대문구 전농로 5,02-3394-9292
112,nene,서울강북구수유2점,서울,강북구,서울 강북구 삼각산로 9,02-905-8899
113,nene,서울중랑구중화점,서울,중랑구,서울 중랑구 동일로 1,02-491-4479
114,nene,경기의정부시가능2점,경기,의정부시,경기 의정부시 가능로 3,031-874-5550
115,nene,경기연천군군남점,경기,연천군,경기 연천군 군남면 군왕로 8,031-833-3555
116,nene,서울성동구성수2가점,서울,성동구,서울 성동구 성덕정길 2,02-467-8277
117,nene,서울광진구중곡1점,서울,광진구,서울 광진구 면목로 1,02-468-5592
118,nene,경기양주시은현점,경기,양주시,경기 양주시 은현면 은현로 6,031-861-8955
119,nene,서울동대문구청량리점,서울,동대문구,서울 동대문구 홍릉로 5,02-968-0092
120,nene,서울노원구중계4동점,서울,노원구,서울 노원구 덕릉로 8,02-3392-4479
121,nene,경기파주시LCD점,경기,파주시,경기 파주시 월롱면 엘씨디로 8,031-949-3536
122,nene,서울광진구자양2점,서울,광진구,서울 광진구 뚝섬로 5,02-454-3336
123,nene,서울마포구서교점,서울,마포구,서울 마포구 월드컵북로 7,02-322-7339
124,nene,서울은평구응암점,서울,은평구,서울 은평구 은평로 8,02-387-3366
125,nene,서울성북구종암점(B),서울,성북구,서울 성북구 종암로 1,02-921-2900
126,nene,서울강북구수유점,서울,강북구,서울 강북구 삼양로 7,02-985-0092
127,nene,경기고양시성사점,경기,고양시,경기 고양시 덕양구 마상로 1,031-962-7792
128,nene,서울용산구이촌점,서울,용산구,서울 용산구 이촌로 4,02-712-4482
129,nene,경기양주시백석점,경기,양주시,경기 양주시 백석읍 호명로 2,031-879-9114
130,nene,경기동두천시송내지구점,경기,동두천시,경기 동두천시 동두천로 1,031-857-4144
131,nene,서울동대문구장안점(B),서울,동대문구,서울 동대문구 장한로 1,02-3390-4479
132,nene,경기양주시옥정지구점,경기,양주시,경기 양주시 새터로 1,031-866-4479
133,nene,경기의정부시민락용현점,경기,의정부시,경기 의정부시 용현로 1,031-852-3400
134,nene,서울노원구공릉역점(B),서울시,노원구,서울시 노원구 동일로 1,02-977-4492
135,nene,서울노원구상계중앙점,서울,노원구,서울 노원구 동일로 4,02-931-4492
136,nene,서울도봉구쌍문점,서울,도봉구,서울 도봉구 노해로 3,02-900-9912
137,nene,경기고양시삼송역점(B),경기,고양시,경기 고양시 덕양구 삼송로 2,02-6953-5154
138,nene,서울용산구원효점(B),서울,용산구,서울 용산구 새창로길 2,02-704-4567
139,nene,경기파주시금촌2동점,경기,파주시,경기 파주시 황골로 6,031-949-4355
140,nene,경기파주시운정1점,경기,파주시,경기 파주시 와석순환로 3,031-948-2332
141,nene,서울서대문구연희점,서울,서대문구,서울 서대문구 연희로 9,02-3143-4479
142,nene,서울광진구화양건대점(B),서울,광진구,서울 광진구 아차산로 3,02-462-8887
143,nene,경기동두천시생연점,경기,동두천시,경기 동두천시 삼육사로 9,031-862-9298
144,nene,서울종로구창신점(B),서울,종로구,서울 종로구 지봉로 6,02-766-9282
145,nene,서울은평구갈현점(B),서울,은평구,서울 은평구 연서로 8,02-356-7221
146,nene,서울서대문구북가좌2점,서울,서대문구,서울 서대문구 증가로 2,02-303-4479
147,nene,서울노원구중계2동점,서울,노원구,서울 노원구 동일로 1,02-978-4492
148,nene,서울서대문구이대역점,서울,서대문구,서울 서대문구 연세로 2,02-3272-0036
149,nene,서울서대문구홍은1점,서울,서대문구,서울 서대문구 간호대로 1,02-391-4492
150,nene,경기파주시교하점(B),경기,파주시,경기 파주시 책향기로 3,031-946-4479
151,nene,경기고양시지축역점(B),경기,고양시,경기 고양시 덕양구 안진5길 5,02-381-4479
152,nene,경기고양시고양동점,경기,고양시,경기 고양시 덕양구 혜음로 5,031-964-5592
153,nene,경기포천시가산점,경기,포천시,경기 포천시 가산면 가산로 3,031-541-9585
154,nene,서울종로구종로점,서울,종로구,서울 종로구 수표로 2,02-2275-0388
155,nene,경기고양시라페스타점,경기,고양시,경기 고양시 일산동구 무궁화로 7,031-905-9982
156,nene,경기연천군전곡점,경기도,연천군,경기도 연천군 전곡읍 은전로 7,031-832-9956
157,nene,경기고양시백석2점,경기,고양시,경기 고양시 일산동구 중앙로 1,031-905-4479
158,nene,경기고양시풍동점,경기,고양시,경기 고양시 일산동구 숲속마을로 2,031-966-4492
159,nene,경기포천시내촌점,경기,포천시,경기 포천시 내촌면 내촌로 2,031-531-3222
160,nene,경기양주시신산점,경기,양주시,경기 양주시 남면 개나리길 1,031-861-9252
161,nene,경기양주시옥정점(B),경기,양주시,경기 양주시 옥정동로5나길 5,031-858-4479
162,nene,경기파주시선유주공점,경기,파주시,경기 파주시 문산읍 독서울길 1,031-953-1842
163,nene,경기파주시용미점,경기,파주시,경기 파주시 광탄면 혜음로 5,031-942-4479
164,nene,경기동두천시중앙점,경기,동두천시,경기 동두천시 동광로 8,031-861-2234
165,nene,서울중랑구상봉1점,서울,중랑구,서울 중랑구 신내로 5,02-434-3544
166,nene,서울도봉구방학1점,서울,도봉구,서울 도봉구 도당로 2,02-3491-4479
167,nene,경기양주시송추점,경기,양주시,경기 양주시 장흥면 호국로 5,031-826-1934
168,nene,서울용산구숙대점,서울,용산구,서울 용산구 청파로 3,02-718-4479
169,nene,서울은평구불광점,서울,은평구,서울 은평구 불광로 1,02-355-1192
170,nene,경기고양시덕이점,경기,고양시,경기 고양시 일산서구 탄중로 1,031-923-1311
171,nene,서울중랑구면목2점,서울,중랑구,서울 중랑구 망우로 3,02-434-5999
172,nene,경기고양시식사동점,경기,고양시,경기 고양시 일산동구 위시티3로 5,031-963-4414
173,nene,경기파주시운정3점,경기,파주시,경기 파주시 한빛로 9,031-948-4472
174,nene,서울은평구녹번점,서울,은평구,서울 은평구 은평로 1,02-358-4482
175,nene,경기양주시고읍지구점,경기,양주시,경기 양주시 고읍로 3,031-845-9282
176,nene,서울강북구번동점,서울,강북구,서울 강북구 한천로 9,02-987-4479
177,nene,서울마포구성산점,서울,마포구,서울 마포구 월드컵북로 2,02-305-9993
178,nene,경기파주시봉일천점,경기,파주시,경기 파주시 조리읍 송비말길 1,031-947-4192
179,nene,서울강서구방화2점,서울,강서구,서울 강서구 금낭화로 2,02-2662-9229
180,nene,경기광명시하안점,경기,광명시,경기 광명시 하안로 2,02-894-4482
181,nene,서울구로구구로1점,서울,구로구,서울 구로구 구로동로 3,02-861-4492
182,nene,서울강서구등촌3동점,서울,강서구,서울 강서구 공항대로 4,02-3661-4492
183,nene,서울강서구까치산점,서울,강서구,서울 강서구 강서로 1,02-2601-4492
184,nene,서울강서구화곡남부시장점,서울,강서구,서울 강서구 곰달래로 5,02-2653-4492
185,nene,서울강서구화곡1동점,서울,강서구,서울 강서구 가로공원로 7,02-2699-4479
186,nene,서울양천구신월1점,서울,양천구,서울 양천구 가로공원로 1,02-2690-8592
187,nene,서울강서구가양1점(B),서울,강서구,서울 강서구 양천로 4,02-3661-4482
188,nene,서울양천구화곡3동점,서울,양천구,서울 양천구 월정로 4,02-2692-4492
189,nene,서울영등포구여의도점,서울,영등포구,서울 영등포구 의사당대로 1,02-782-9244
190,nene,서울관악구신림2점,서울,관악구,서울 관악구 신림로 9,02-877-4482
191,nene,서울영등포구대림3점,서울,영등포구,서울 영등포구 도림로 5,02-848-0082
192,nene,서울관악구관악구청점,서울,관악구,서울 관악구 쑥고개로 9,02-889-4492
193,nene,서울서초구잠원점,서울,서초구,서울 서초구 나루터로 6,02-542-5582
194,nene,서울관악구인헌점,서울,관악구,서울 관악구 인헌길 8,02-883-9931
195,nene,서울서초구우면점,서울,서초구,서울 서초구 형촌길 1,02-573-2292
196,nene,서울강서구방화1점,서울,강서구,서울 강서구 양천로 2,02-2662-4472
197,nene,서울양천구목4동점,서울,양천구,서울 양천구 목동중앙서로 4,02-2644-4492
198,nene,경기안양시호계2호점,경기,안양시,경기 안양시 동안구 전파로 8,031-478-8892
199,nene,서울금천구독산점,서울,금천구,서울 금천구 남부순환로 1,02-866-9592
200,nene,서울강남구신사점,서울,강남구,서울 강남구 논현로 1,02-542-4479
201,nene,서울동작구사당이수점,서울,동작구,서울 동작구 사당로 2,02-532-9244
202,nene,서울관악구봉천현대점(B),서울,관악구,서울 관악구 봉천로 4,02-882-9277
203,nene,서울구로구구로테크노마트점,서울,구로구,서울 구로구 새말로 1,02-860-5700
204,nene,경기안양시관양비산점,경기,안양시,경기 안양시 동안구 평촌대로 3,031-386-4490
205,nene,경기과천시과천1점,경기,과천시,경기 과천시 별양로 8,02-503-7070
206,nene,경기안양시박달점,경기,안양시,경기 안양시 만안구 양화로 1,031-445-9282
207,nene,서울강남구역삼1점,서울,강남구,서울 강남구 논현로 6,02-568-4479
208,nene,서울양천구양천구청점,서울,양천구,서울 양천구 목동남로 2,02-2655-1855
209,nene,서울양천구신정1동점,서울,양천구,서울 양천구 은행정로 1,02-2652-1212
210,nene,서울구로구남구로점,서울,구로구,서울 구로구 도림로 1,02-865-9222
211,nene,경기광명시광명KTX역점,경기,광명시,경기 광명시 덕안로 6,02-898-9242
212,nene,서울관악구봉천점,서울,관악구,서울 관악구 은천로 9,02-888-5919
213,nene,경기안양시호계오전점,경기,안양시,경기 안양시 동안구 포도원로 2,031-429-4456
214,nene,서울동작구상도2호점(B),서울,동작구,서울 동작구 성대로  7,02-815-4492
215,nene,서울구로구신도림점,서울,구로구,서울 구로구 신도림로 1,02-2677-4492
216,nene,서울금천구가산독산1동점,서울,금천구,서울 금천구 가산로 3,02-856-9244
217,nene,서울관악구신림점,서울,관악구,서울 관악구 문성로 2,02-889-4442
218,nene,서울강남구대치점,서울,강남구,서울 강남구 삼성로 4,02-555-4479
219,nene,서울영등포구문래점(B),서울,영등포구,서울 영등포구 도림로 1,02-2677-7989
220,nene,경기안양시안양1호점(B),경기,안양시,경기 안양시 만안구 안양로 2,031-447-0982
221,nene,서울양천구신월3점,서울,양천구,서울 양천구 신월로 2,02-2690-1008
222,nene,서울동작구노량진점,서울,동작구,서울 동작구 만양로 8,02-826-9982
223,nene,서울관악구신림남부점,서울,관악구,서울 관악구 남부순환로 1,02-838-9288
224,nene,서울서초구반포2점,서울,서초구,서울 서초구 강남대로 8,02-548-7705
225,nene,서울강서구수명산파크점,서울,강서구,서울 강서구 강서로 3,02-2667-7792
226,nene,경기안양시평촌2호점,경기,안양시,경기 안양시 동안구 관평로 1,031-476-2073
227,nene,경기광명시철산역점,경기,광명시,경기 광명시 디지털로 5,02-2612-9979
228,nene,서울구로구개봉점(B),서울,구로구,서울 구로구 개봉로 1,02-2687-9244
229,nene,서울양천구목5동점(B),서울,양천구,서울 양천구 목동서로 1,02-2646-4479
230,nene,서울영등포구영등포점,서울,영등포구,서울 영등포구 영신로 9,02-842-4492
231,nene,서울강서구등촌2동점,서울,강서구,서울 강서구 등촌로 5,02-2644-6969
232,nene,경기안양시관양지구점,경기,안양시,경기 안양시 동안구 관악대로 3,031-422-4479
233,nene,경기안양시안양2호점,경기,안양시,경기 안양시 만안구 냉천로 2,031-443-9294
234,nene,경기김포시양곡점,경기,김포시,경기 김포시 김포한강로 4,031-981-1322
235,nene,인천동구송현점,인천,동구,인천 동구 화도로 1,032-777-9292
236,nene,인천부평구부개점,인천,부평구,인천 부평구 길주남로 1,032-513-0033
237,nene,경기시흥시월곶점,경기,시흥시,경기 시흥시 월곶중앙로 9,031-404-7706
238,nene,인천남동구논현점,인천,남동구,인천 남동구 논곡로 7,032-446-7590
239,nene,경기부천시원종점,경기,부천시,경기 부천시 오정구 소사로 7,032-675-5592
240,nene,인천계양구계산점,인천,계양구,인천 계양구 용마루길 2,032-556-8278
241,nene,경기부천시심곡점,경기,부천시,경기 부천시 소사구 심곡로 6,032-612-9120
242,nene,인천미추홀구주안점,인천,남구,인천 남구 인주대로 4,032-424-5757
243,nene,인천미추홀구주안역점,인천,남구,인천 남구 주안로 2,032-435-5533
244,nene,경기부천시오정점,경기,부천시,경기 부천시 오정구 부천로 4,032-672-9494
245,nene,인천부평구부평중앙점,인천,부평구,인천 부평구 장제로 8,032-508-2229
246,nene,인천서구가좌점,인천,서구,인천 서구 여우재로 1,032-578-9942
247,nene,경기김포시고촌점,경기,김포시,경기 김포시 고촌읍 은행영사정로 3,031-984-4492
248,nene,경기김포시풍무점,경기,김포시,경기 김포시 양도로 1,031-982-5592
249,nene,경기김포시장기점,경기,김포시,경기 김포시 김포한강로 3,031-985-9945
250,nene,인천강화군강화1점,인천,강화군,인천 강화군 강화읍 강화대로 2,032-933-0062
251,nene,인천부평구부평남부점,인천,부평구,인천 부평구 남부역로 3,032-505-9245
252,nene,경기시흥시거모점(B),경기,시흥시,경기 시흥시 한우물로 2,031-495-4479
253,nene,인천중구월미점,인천,중구,인천 중구 월미로 2,032-777-6119
254,nene,경기시흥시시화점,경기,시흥시,경기 시흥시 중심상가로 3,031-434-9998
255,nene,인천서구신현점(B),인천,서구,인천 서구 율도로 7,032-575-5592
256,nene,인천남동구논현택지점(B),인천,남동구,인천 남동구 소래역서로 1,032-433-4479
257,nene,인천미추홀구문학관교점,인천,남구,인천 남구 매소홀로 5,032-428-8892
258,nene,경기시흥시정왕점,경기,시흥시,경기 시흥시 정왕천로 4,031-432-0961
259,nene,경기시흥시은행점,경기,시흥시,경기 시흥시 은행로 1,031-404-5551
260,nene,인천연수구연수2동3동점,인천,연수구,인천 연수구 샘말로 8,032-812-4492
261,nene,경기부천시고강점,경기,부천시,경기 부천시 오정구 역곡로 4,032-683-2511
262,nene,인천연수구동춘점,인천,연수구,인천 연수구 먼우금로 8,032-813-3388
263,nene,경기부천시중동1점,경기,부천시,경기 부천시 중동로 1,032-657-9282
264,nene,인천부평구삼산1동점,인천,부평구,인천 부평구 대보로 2,032-502-4479
265,nene,인천계양구동양점,인천,계양구,인천 계양구 당미길 1,032-547-2592
266,nene,인천서구당하점,인천,서구,인천 서구 원당대로 6,032-566-0041
267,nene,경기시흥시오이도역점,경기,시흥시,경기 시흥시 함송로 2,031-499-7192
268,nene,경기부천시상동북부점,경기,부천시,경기 부천시 원미구 송내대로 2,032-329-4555
269,nene,경기부천시중동약대점,경기,부천시,경기 부천시 원미구 도약로 6,032-682-9982
270,nene,인천중구하늘도시점,인천,중구,인천 중구 하늘달빛로 9,032-751-9982
271,nene,인천부평구산곡점,인천,부평구,인천 부평구 화랑남로 9,032-524-9990
272,nene,경기김포시김포1호점,경기,김포시,경기 김포시 관순로 2,031-983-0998
273,nene,경기시흥시배곧1점,경기,시흥시,경기 시흥시 배곧4로 4,031-432-4492
274,nene,인천남동구청아안점,인천,남동구,인천 남동구 서창남순환로 1,032-467-9292
275,nene,인천서구검암점,인천,서구,인천 서구 도요지로 1,032-567-4479
276,nene,인천미추홀구학익점,인천광역시,미추홀구,인천광역시 미추홀구 소성로 1,032-862-6565
277,nene,인천미추홀구주안2점,인천,남구,인천 남구 인주대로 3,032-865-4492
278,nene,인천부평구부일점,인천,부평구,인천 부평구 경인로 1,032-362-9944
279,nene,인천옹진군백령점,인천,옹진군,인천 옹진군 백령면 백령로 2,032-836-2200
280,nene,인천연수구옥련점(B),인천,연수구,인천 연수구 한나루로 8,032-851-4479
281,nene,경기김포시마송점,경기,김포시,경기 김포시 통진읍 조강로 1,031-998-7272
282,nene,경기부천시역곡점,경기,부천시,경기 부천시 원미구 역곡로 2,032-341-9992
283,nene,인천남동구구월점,인천,남동구,인천 남동구 용천로 2,032-461-9982
284,nene,인천미추홀구숭의점,인천,미추홀구,인천 미추홀구 수봉안길 1,032-875-8181
285,nene,인천서구마전점,인천,서구,인천 서구 검단로 6,032-564-9982
286,nene,인천남동구간석점(B),인천,남동구,인천 남동구 구월로 1,032-441-4479
287,nene,인천미추홀구용현점,인천,남구,인천 남구 아암대로 4,032-889-4482
288,nene,인천동구송림점,인천,동구,인천 동구 동산로 8,032-763-7979
289,nene,인천중구운서점,인천,중구,인천 중구 영종대로 2,032-747-2255
290,nene,경기부천시심곡천점,경기,부천시,경기 부천시 원미구 부흥로 4,032-666-9272
291,nene,인천연수구송도3동점,인천,연수구,인천 연수구 송도문화로 2,032-812-2999
292,nene,인천연수구송도신도시점,인천,연수구,인천 연수구 해돋이로 1,032-835-7441
293,nene,인천계양구계양점,인천,계양구,인천 계양구 임학서로 1,032-544-8292
294,nene,인천서구석남점,인천,서구,인천 서구 면개포로 1,032-572-5454
295,nene,인천계양구계산중앙점(B),인천,계양구,인천 계양구 게양대로 1,032-554-9222
296,nene,인천서구연희점,인천,서구,인천 서구 승학로 1,032-566-4450
297,nene,인천옹진군영흥점,인천시,옹진군,인천시 옹진군 영흥면 영흥로 4,032-880-9651
298,nene,인천부평구부평롯데점,인천,부평구,인천 부평구 경원대로 1,032-501-9233
299,nene,경기부천시소사점,경기,부천시,경기 부천시 소사구 은성로 6,032-351-9989
300,nene,경기부천시상동점,경기,부천시,경기 부천시 원미구 조마루로 1,032-324-9282
301,nene,인천서구청라1호점,인천,서구,인천 서구 청라라임로 1,032-572-7000
302,nene,인천남동구만수1점,인천,남동구,인천 남동구 하촌로 4,032-471-4492
303,nene,경기시흥시신천점(B),경기,시흥시,경기 시흥시 신천로 1,031-315-9922
304,nene,인천계양구효성점(B),인천,계양구,인천 계양구 새벌로 1,032-544-1345
305,nene,경기남양주시오남리점,경기,남양주시,경기 남양주시 오남읍 진건오남로 5,031-574-9989
306,nene,경기남양주시금곡점,경기,남양주시,경기 남양주시 경춘로 9,031-591-4292
307,nene,경기양평군양평점,경기,양평군,경기 양평군 양평읍 양근로 1,031-775-3372
